type,size,runtime
bubblesort,66938,13834599
bubblesort,44131,5650408
bubblesort,72056,15799254
bubblesort,8795,166066
bubblesort,73702,16963903
bubblesort,93822,27583747
bubblesort,13309,402070
bubblesort,73466,16754266
bubblesort,86345,23580954
bubblesort,67314,14198300
bubblesort,29414,2403786
bubblesort,66442,13755148
bubblesort,43460,5669099
bubblesort,6950,104671
bubblesort,40657,4850472
bubblesort,60922,11697707
bubblesort,37803,4216183
bubblesort,61566,11845293
bubblesort,65045,13413084
bubblesort,77427,18996542
bubblesort,32381,2996865
bubblesort,19593,951330
bubblesort,23756,1485912
bubblesort,13945,433041
bubblesort,28574,2299226
bubblesort,73746,17123300
bubblesort,23492,1435715
bubblesort,47780,7101725
bubblesort,82083,21750464
bubblesort,78308,19418776
bubblesort,26823,1985626
bubblesort,87327,24531587
bubblesort,99057,31826305
bubblesort,55429,9449099
bubblesort,30127,2494380
bubblesort,14206,433582
bubblesort,60424,11199655
bubblesort,36988,4110447
bubblesort,48694,7342629
bubblesort,5696,70135
bubblesort,74807,17871684
bubblesort,82920,21740783
bubblesort,76131,18268089
bubblesort,23042,1365116
bubblesort,95851,29483474
bubblesort,33121,3239648
bubblesort,54352,9215155
bubblesort,30517,2589500
bubblesort,75723,18166159
bubblesort,29901,2555909
bubblesort,56759,9852621
bubblesort,88012,24715679
bubblesort,58597,10626578
bubblesort,82890,21762551
bubblesort,45958,6363554
bubblesort,90135,25914792
bubblesort,67436,14297575
bubblesort,85663,23530740
bubblesort,35541,3656912
bubblesort,97859,30272728
bubblesort,41998,5356675
bubblesort,25122,1670516
bubblesort,82491,21774984
bubblesort,65854,13571170
bubblesort,99107,31631074
bubblesort,46691,6718206
bubblesort,46134,6509505
bubblesort,11189,272675
bubblesort,75183,17855503
bubblesort,36779,3928123
bubblesort,89863,25935465
bubblesort,21917,1186197
bubblesort,41378,5120030
bubblesort,88703,24840595
bubblesort,8997,162630
bubblesort,68559,14736923
bubblesort,5643,66836
bubblesort,56290,9908875
bubblesort,61129,11614468
bubblesort,43234,5709419
bubblesort,83728,22062233
bubblesort,55027,9547314
bubblesort,79815,20393815
bubblesort,5374,62870
bubblesort,84874,22794931
bubblesort,32957,3060518
bubblesort,50510,7806559
bubblesort,11412,303258
bubblesort,79245,19938774
bubblesort,9904,225113
bubblesort,83312,22141642
bubblesort,26625,1946818
bubblesort,22124,1230662
bubblesort,61069,11888840
bubblesort,21232,1121262
bubblesort,26804,2000055
bubblesort,34321,2990883
bubblesort,72905,16460543
bubblesort,98532,31386148
bubblesort,9801,204376
bubblesort,74843,17803265
bubblesort,98020,30952816
bubblesort,78571,19822666
bubblesort,56064,9628824
bubblesort,95179,29346466
bubblesort,57652,10338856
bubblesort,13921,433026
bubblesort,37648,4241705
bubblesort,93634,27966406
bubblesort,76579,18459340
bubblesort,22662,1317911
bubblesort,81500,21094482
bubblesort,83365,22082729
bubblesort,89842,26098195
bubblesort,39563,4683333
bubblesort,64339,12906512
bubblesort,93643,28561798
bubblesort,18228,813420
bubblesort,19687,931355
bubblesort,41302,5104357
bubblesort,88327,25212546
bubblesort,41953,5218133
bubblesort,88397,24966236
bubblesort,29647,2477974
bubblesort,67923,14528839
bubblesort,30761,2620601
bubblesort,61208,11447069
bubblesort,14441,461937
bubblesort,19303,886347
bubblesort,88657,25157632
bubblesort,78727,19460103
bubblesort,36346,3747364
bubblesort,7207,110265
bubblesort,66193,13826160
bubblesort,10536,263256
bubblesort,40109,4686413
bubblesort,94160,28517959
bubblesort,78527,19382854
bubblesort,37819,4199803
bubblesort,53810,9022034
bubblesort,68326,14782025
bubblesort,80919,21068895
bubblesort,97035,30649434
bubblesort,74284,17634403
bubblesort,66536,13928067
bubblesort,14190,459500
bubblesort,77435,18927447
bubblesort,93296,28156131
bubblesort,26819,1923040
bubblesort,85036,23386270
bubblesort,47992,6950938
bubblesort,26373,1898614
bubblesort,93133,28110835
bubblesort,68341,14895690
bubblesort,35412,3657835
bubblesort,69811,15301045
bubblesort,64819,13225883
bubblesort,90211,26106492
bubblesort,97477,30086380
bubblesort,8144,140202
bubblesort,45590,5693437
bubblesort,50063,7175478
bubblesort,77394,18928617
bubblesort,81320,19910114
bubblesort,59412,7953967
bubblesort,64907,10520390
bubblesort,86848,19300812
bubblesort,23385,775498
bubblesort,21492,602788
bubblesort,50005,5324122
bubblesort,32887,1885226
bubblesort,66146,11661737
bubblesort,24022,1426842
bubblesort,68555,11760711
bubblesort,69659,10646681
bubblesort,27495,1180570
bubblesort,83231,16078790
bubblesort,79087,13715471
bubblesort,7566,75880
bubblesort,46032,4044748
bubblesort,95984,20453090
bubblesort,73884,11513150
bubblesort,58154,6743892
bubblesort,69986,10331614
bubblesort,70005,9842219
bubblesort,7753,63741
bubblesort,86057,15431886
bubblesort,70292,14752179
bubblesort,70858,15419334
bubblesort,94813,28490991
bubblesort,16953,648727
bubblesort,82145,21074292
bubblesort,26571,1856502
bubblesort,5559,63800
bubblesort,69179,14758106
bubblesort,55576,9353682
bubblesort,95958,29389831
bubblesort,49643,7424765
bubblesort,5773,68656
bubblesort,75497,17781906
bubblesort,32331,2899502
bubblesort,12660,340588
bubblesort,10790,246323
bubblesort,9799,202827
bubblesort,89689,25282245
bubblesort,95180,28365744
bubblesort,87307,24032192
bubblesort,10498,239636
bubblesort,19629,899133
bubblesort,67165,13688122
bubblesort,13908,415310
bubblesort,63276,12376318
bubblesort,82869,21758456
bubblesort,70157,15625106
bubblesort,82195,21405233
bubblesort,13537,410058
bubblesort,80932,20977909
bubblesort,49492,7445430
bubblesort,98015,30850816
bubblesort,20243,1036023
bubblesort,46486,6707977
bubblesort,47525,6904215
bubblesort,31891,2865088
bubblesort,9361,189560
bubblesort,73833,17318177
bubblesort,22561,1265226
bubblesort,82393,21632911
bubblesort,24535,1553772
bubblesort,99486,31847191
bubblesort,97906,30948664
bubblesort,95707,29681236
bubblesort,20013,964295
bubblesort,95730,29264136
bubblesort,99029,31708097
bubblesort,50078,7602779
bubblesort,68776,15010961
bubblesort,94726,28937830
bubblesort,26989,2002630
bubblesort,38405,4370510
bubblesort,94631,28628988
bubblesort,42726,5422209
bubblesort,10076,218604
bubblesort,93334,27800037
bubblesort,94360,28535357
bubblesort,73901,17310981
bubblesort,63962,12885373
bubblesort,64198,13107153
bubblesort,71524,16366993
bubblesort,21125,1080742
bubblesort,41201,5063744
bubblesort,75614,18210221
bubblesort,85275,23187689
bubblesort,90215,26308173
bubblesort,61999,12054662
bubblesort,44804,6117308
bubblesort,89677,25925021
bubblesort,89025,25460364
bubblesort,20507,1007373
bubblesort,66181,13515257
bubblesort,8424,152707
bubblesort,93811,28333468
bubblesort,49017,7291693
bubblesort,85570,23245047
bubblesort,74469,17759072
bubblesort,28602,2265054
bubblesort,97819,30882227
bubblesort,92426,27196359
bubblesort,54563,9210422
bubblesort,91044,26504570
bubblesort,94386,28641472
bubblesort,22897,1342428
bubblesort,50419,7717893
bubblesort,67278,14485082
bubblesort,46049,6538213
bubblesort,64909,13479851
bubblesort,29031,2390930
bubblesort,66747,14204461
bubblesort,46488,6552303
bubblesort,72326,16457092
bubblesort,93754,28292634
bubblesort,48851,7188880
bubblesort,70050,15228107
bubblesort,80318,20621923
bubblesort,11740,300188
bubblesort,78139,19195530
bubblesort,94812,28606171
bubblesort,88324,25082931
bubblesort,88890,25345341
bubblesort,17076,657730
bubblesort,30212,2587852
bubblesort,18403,832581
bubblesort,87114,24219670
bubblesort,42710,5554457
bubblesort,65521,13540647
bubblesort,76874,18517777
bubblesort,11712,317827
bubblesort,82593,21909841
bubblesort,22817,1305677
bubblesort,36691,3944885
bubblesort,74582,17688896
bubblesort,31009,2763551
bubblesort,89906,25808186
bubblesort,13069,375291
bubblesort,28340,2220444
bubblesort,31963,2894645
bubblesort,8113,140238
bubblesort,94893,28776451
bubblesort,84093,22601678
bubblesort,34905,3542167
bubblesort,18924,841193
bubblesort,39247,4290105
bubblesort,31986,2882702
bubblesort,15282,562798
bubblesort,77120,18899643
bubblesort,56623,9854349
bubblesort,6158,83800
bubblesort,43297,5695809
bubblesort,6342,88614
bubblesort,27528,2065417
bubblesort,83938,22395931
bubblesort,51782,8174209
bubblesort,40069,4755843
bubblesort,37406,4073732
bubblesort,55932,9761640
bubblesort,30831,2633435
bubblesort,93152,27795080
bubblesort,27722,2117450
bubblesort,24660,1631969
bubblesort,72165,16371838
bubblesort,77260,18931564
bubblesort,39524,4642287
bubblesort,98605,31694668
bubblesort,71731,16340365
bubblesort,71616,16059277
bubblesort,73117,16874012
bubblesort,93966,28347045
bubblesort,73637,17305146
bubblesort,49046,7447310
bubblesort,74884,17777364
bubblesort,70024,15559756
bubblesort,14006,439224
bubblesort,36989,4029382
bubblesort,20340,1008375
bubblesort,72853,16677770
bubblesort,83303,22309406
bubblesort,44005,5774146
bubblesort,88716,25256379
bubblesort,52889,8708744
bubblesort,59801,10995169
bubblesort,52138,6828531
bubblesort,98881,30500698
bubblesort,45671,6170497
bubblesort,57329,8423784
bubblesort,28446,1344319
bubblesort,57818,8596546
bubblesort,9651,199836
bubblesort,58382,9446887
bubblesort,11934,289577
bubblesort,43690,5541847
bubblesort,26967,1821708
bubblesort,23879,1396456
bubblesort,45452,5856412
bubblesort,98344,26205712
bubblesort,22040,1137706
bubblesort,29617,2311005
bubblesort,90799,20080088
bubblesort,83343,16459969
bubblesort,5680,42564
bubblesort,45915,3879429
bubblesort,42672,3341573
bubblesort,17685,381226
bubblesort,78296,14295072
bubblesort,40499,2963418
bubblesort,66885,9406963
bubblesort,46280,4138809
bubblesort,70155,10423913
bubblesort,77248,12335491
bubblesort,48720,4476845
bubblesort,80879,13871216
bubblesort,69369,9933675
bubblesort,40210,2825309
bubblesort,19830,443578
bubblesort,86470,15478814
bubblesort,17370,309526
bubblesort,63662,7677266
bubblesort,17010,302745
bubblesort,88243,15315920
bubblesort,86429,22950182
bubblesort,67013,13643153
bubblesort,38690,4303854
bubblesort,65176,13110712
bubblesort,12288,324010
bubblesort,93180,27322235
bubblesort,61038,11276790
bubblesort,74959,17496013
bubblesort,95368,28733826
bubblesort,22381,1242007
bubblesort,33557,3157729
bubblesort,81986,21041266
bubblesort,21391,1152092
bubblesort,83703,21874949
bubblesort,49541,7373287
bubblesort,69877,15333176
bubblesort,25851,1773898
bubblesort,93009,27463581
bubblesort,62121,12023392
bubblesort,44735,5987908
bubblesort,56665,9743728
bubblesort,48445,7016610
bubblesort,58416,10626979
bubblesort,13553,401417
bubblesort,81203,21000364
bubblesort,71092,16126045
bubblesort,31792,2857702
bubblesort,52111,8424870
bubblesort,58761,10741335
bubblesort,88176,25138575
bubblesort,71714,15985042
bubblesort,92954,27856235
bubblesort,94509,28813111
bubblesort,32301,3050889
bubblesort,74904,18053338
bubblesort,68464,14813103
bubblesort,9838,213076
bubblesort,45309,6163001
bubblesort,56363,9869662
bubblesort,88184,25265365
bubblesort,58946,10664060
bubblesort,62421,11982402
bubblesort,16810,666518
bubblesort,28864,2270819
bubblesort,78717,19691557
bubblesort,64026,12936004
bubblesort,85463,23290076
bubblesort,37972,4302556
bubblesort,96250,29985187
bubblesort,10490,240237
bubblesort,16949,668062
bubblesort,16857,654737
bubblesort,41924,5390964
bubblesort,21740,1143930
bubblesort,67032,14206667
bubblesort,69961,15550554
bubblesort,51860,8383729
bubblesort,45132,6140445
bubblesort,59102,10879759
bubblesort,90708,26017480
bubblesort,98439,31459899
bubblesort,93780,28600386
bubblesort,51751,8061529
bubblesort,31377,2809434
bubblesort,32485,2979099
bubblesort,76592,18614074
bubblesort,65594,13601448
bubblesort,55947,9561693
bubblesort,72380,16457427
bubblesort,78048,19293634
bubblesort,56275,9691159
bubblesort,29546,2440647
bubblesort,49888,7586397
bubblesort,7158,110285
bubblesort,7759,126840
bubblesort,64344,12888589
bubblesort,69283,15201521
bubblesort,74718,17727141
bubblesort,31172,2740579
bubblesort,79448,19987689
bubblesort,60438,11512562
bubblesort,91138,26585425
bubblesort,52244,8531624
bubblesort,32045,2926673
bubblesort,13599,423426
bubblesort,94699,28781628
bubblesort,13463,418135
bubblesort,74086,17723959
bubblesort,96887,30287904
bubblesort,59639,11044279
bubblesort,46484,6578258
bubblesort,22072,1209605
bubblesort,77869,19287091
bubblesort,15579,575542
bubblesort,87833,24699346
bubblesort,38713,4461771
bubblesort,85451,23386980
bubblesort,54153,9220360
bubblesort,30759,2632825
bubblesort,80621,20905885
bubblesort,62305,12280381
bubblesort,27630,2052764
bubblesort,34775,3503811
bubblesort,43217,5541931
bubblesort,78661,19519560
bubblesort,84731,22741084
bubblesort,61339,11864057
bubblesort,47482,6757669
bubblesort,11847,302594
bubblesort,33780,3248577
bubblesort,60557,11685858
bubblesort,99563,31890378
bubblesort,52626,8683184
bubblesort,89959,25965247
bubblesort,77111,18951795
bubblesort,70327,15694807
bubblesort,14614,466144
bubblesort,33019,3118278
bubblesort,68770,14810243
bubblesort,93091,27578991
bubblesort,79238,20037469
bubblesort,6584,93471
bubblesort,95825,29861647
bubblesort,61115,11750666
bubblesort,87964,24960706
bubblesort,78204,19438388
bubblesort,37271,4087634
bubblesort,31728,2828162
bubblesort,86057,23350181
bubblesort,50772,7950917
bubblesort,18549,793110
bubblesort,69693,15205512
bubblesort,86725,24397289
bubblesort,94042,28133349
bubblesort,41389,5169183
bubblesort,89767,25784605
bubblesort,66982,14480449
bubblesort,51673,8409874
bubblesort,50509,7940244
bubblesort,5246,58944
bubblesort,94567,28679675
bubblesort,17078,675704
bubblesort,61908,11682995
bubblesort,23815,1489990
bubblesort,32345,3046283
bubblesort,94310,28530988
bubblesort,47908,6902507
bubblesort,68590,14922156
bubblesort,12328,324385
bubblesort,72755,16517827
bubblesort,63341,12443505
bubblesort,76340,18534843
bubblesort,99641,31733378
bubblesort,80593,20499424
bubblesort,50404,7821559
bubblesort,25363,1686431
bubblesort,88544,25078713
bubblesort,49721,7513042
bubblesort,77263,19008665
bubblesort,28491,2222719
bubblesort,51018,7940231
bubblesort,40016,4693082
bubblesort,91830,26672881
bubblesort,80594,20119857
bubblesort,17104,695900
bubblesort,86819,20310577
bubblesort,12000,323436
bubblesort,77729,17804022
bubblesort,78545,16479820
bubblesort,13300,232173
bubblesort,7563,69828
bubblesort,43209,3748301
bubblesort,55268,6726684
bubblesort,43146,3621522
bubblesort,24367,865186
bubblesort,66514,10218563
bubblesort,85504,17356627
bubblesort,50358,5456531
bubblesort,73245,12469442
bubblesort,27157,1170045
bubblesort,52161,5936792
bubblesort,58947,7044003
bubblesort,86773,17873618
bubblesort,82323,16008851
bubblesort,98593,21745255
bubblesort,46256,3720983
bubblesort,73035,11322118
bubblesort,36597,2048430
bubblesort,91128,17813348
bubblesort,92046,18074028
bubblesort,96673,19452755
bubblesort,98610,19790130
bubblesort,89605,15205414
bubblesort,63149,7047375
bubblesort,45672,3312356
bubblesort,95731,17805179
bubblesort,92301,16363012
bubblesort,35886,1897119
bubblesort,36975,2053014
bubblesort,97305,18249790
selectionsort,33034,2488524
selectionsort,88862,18696925
selectionsort,60926,8960352
selectionsort,69432,11696860
selectionsort,68401,11387947
selectionsort,55741,7590942
selectionsort,65781,10580322
selectionsort,56241,7729784
selectionsort,73781,13364175
selectionsort,28580,2006956
selectionsort,13959,480730
selectionsort,19048,888934
selectionsort,41162,4159237
selectionsort,37174,3417310
selectionsort,38680,3710516
selectionsort,14091,494204
selectionsort,46624,5392318
selectionsort,67408,11177087
selectionsort,88757,19349466
selectionsort,7292,130950
selectionsort,48757,5839220
selectionsort,31121,2378428
selectionsort,12987,414908
selectionsort,54604,7326227
selectionsort,75438,14019119
selectionsort,55598,7622901
selectionsort,33640,2789511
selectionsort,39904,3929059
selectionsort,14360,507250
selectionsort,68416,11538255
selectionsort,10920,294079
selectionsort,97054,23151843
selectionsort,61226,9261032
selectionsort,71938,12760905
selectionsort,66217,10950759
selectionsort,94125,21976776
selectionsort,84591,17582799
selectionsort,59569,8739572
selectionsort,84206,17493257
selectionsort,81887,16710782
selectionsort,31728,2469921
selectionsort,55588,7623458
selectionsort,42775,4510376
selectionsort,23804,1401053
selectionsort,79476,15618645
selectionsort,40977,4161098
selectionsort,6781,114376
selectionsort,71732,12703841
selectionsort,38861,3732011
selectionsort,15474,592535
selectionsort,27674,1891863
selectionsort,31006,2384068
selectionsort,14607,529875
selectionsort,86253,18401204
selectionsort,30989,2374534
selectionsort,32686,2651455
selectionsort,11320,317620
selectionsort,48873,5887913
selectionsort,12475,384231
selectionsort,52395,6798067
selectionsort,57528,8210179
selectionsort,55755,7680338
selectionsort,81851,16562508
selectionsort,26277,1713649
selectionsort,42565,4500727
selectionsort,16767,709608
selectionsort,52502,6884902
selectionsort,61711,9579572
selectionsort,20897,1103832
selectionsort,32003,2586814
selectionsort,23281,1367414
selectionsort,13236,444809
selectionsort,5358,72090
selectionsort,79349,15950663
selectionsort,17628,784184
selectionsort,52516,6974496
selectionsort,17003,729415
selectionsort,48447,5953995
selectionsort,15136,579584
selectionsort,29067,2143306
selectionsort,65992,11029134
selectionsort,33489,2843078
selectionsort,56500,8048787
selectionsort,15779,631219
selectionsort,35180,3128554
selectionsort,38305,3708143
selectionsort,89646,20307074
selectionsort,25296,1616998
selectionsort,13076,431795
selectionsort,93471,22155606
selectionsort,91763,21352236
selectionsort,19658,977503
selectionsort,43451,4767273
selectionsort,63304,10103546
selectionsort,55334,7741761
selectionsort,40522,4150827
selectionsort,90758,20843988
